
0	-156.13068181818173
31	915.3588861723381


32	693.4030577265899
63	702.1653529898373


64	478.43679727136214
95	129.89117464604618


96	499.95349136158865
127	-1109.4132456332286


128	-874.1036781845492
159	-4746.332585267337


160	-5246.308575003405
191	-7777.159182965958


192	-6675.706653640445
223	-7905.489812922647


224	-8581.269505004759
255	-7136.032136427721


256	-7935.2584927327025
287	-7104.959540577955


288	-7093.3781622788365
319	-6601.618799566902


320	-7416.310331824964
351	-7498.058300491331


352	-7473.611819552913
383	-9001.136914318986


384	-8928.487170917222
415	-9821.765931372447


416	-9548.390931372445
447	-8613.23567423236


448	-9016.35719182767
479	-8035.155013866468


480	-7746.817770464703
511	-3206.290079307023


512	-3412.551076374472
543	-1843.9412737798402


544	-1732.1537004660577
575	319.8813220699153


576	300.2607208968952
607	-775.9271304674237


608	-1110.2396304674232
639	-963.7940507466984

